"","SALE_DATE","CH_DATE","CMP_CD","SEQ","NO1","NO2","MEJANG","LARGE","MID","SMALL","CMP_GOOD","PUM_NAME","GOOD_NAME","MM_CD","DANQ","DAN_CD","POJ_CD","SIZE_CD","LV_CD","SAN_CD","CMP_SAN","SAN_NAME","QTY","COST","AMER_CD","CH_CD","SMAN_CD","CHUL_NO","CHUL_CD","CHUL_NAME","FARM_NAME","NAK_TIME","TOT_QTY","TOT_AMT","IN_TIME","GUBN","NONE"
"1","2016-01-04","2016-01-04",4108212335,"32",10,10,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,11,500801,500801,"광주 북구",30,11750,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,352500,"2018/01/09 오후 4:30:47",5,NA
"2","2016-01-04","2016-01-04",4108212335,"32",20,20,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,11,500801,500801,"광주 북구",30,11750,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,352500,"2018/01/09 오후 4:30:47",5,NA
"3","2016-01-04","2016-01-04",4108212335,"32",30,30,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,12,500801,500801,"광주 북구",22,10500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,22,231000,"2018/01/09 오후 4:30:47",5,NA
"4","2016-01-04","2016-01-04",4108212335,"32",40,40,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,12,500801,500801,"광주 북구",30,10660,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,319800,"2018/01/09 오후 4:30:47",5,NA
"5","2016-01-04","2016-01-04",4108212335,"32",50,50,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,13,500801,500801,"광주 북구",22,8690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,22,191180,"2018/01/09 오후 4:30:47",5,NA
"6","2016-01-04","2016-01-04",4108212335,"32",60,60,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,13,500801,500801,"광주 북구",30,8690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,260700,"2018/01/09 오후 4:30:47",5,NA
"7","2016-01-04","2016-01-04",4108212335,"32",70,70,1,20,26,"ZZ",11001026705,"장미(스탠다드)","스위트돌로미티",1,1,12,101,110,12,500801,500801,"광주 북구",7,7000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,7,49000,"2018/01/09 오후 4:30:47",5,NA
"8","2016-01-04","2016-01-04",4108212335,"32",80,80,1,20,26,"ZZ",11001026734,"장미(스탠다드)","돌로미티",1,1,12,101,110,12,500801,500801,"광주 북구",2,5200,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,2,10400,"2018/01/09 오후 4:30:47",5,NA
"9","2016-01-04","2016-01-04",4108212335,"32",90,90,1,20,26,"ZZ",11001026393,"장미(스탠다드)","키위",1,1,12,101,110,12,500801,500801,"광주 북구",7,5120,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,7,35840,"2018/01/09 오후 4:30:47",5,NA
"10","2016-01-04","2016-01-04",4108212335,"32",100,100,1,20,26,"ZZ",11001026142,"장미(스탠다드)","카버넷",1,1,12,101,110,12,500801,500801,"광주 북구",46,11550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,46,531300,"2018/01/09 오후 4:30:47",5,NA
"11","2016-01-04","2016-01-04",4108212335,"32",110,110,1,20,26,"ZZ",11001026142,"장미(스탠다드)","카버넷",1,1,12,101,110,13,500801,500801,"광주 북구",50,8890,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,50,444500,"2018/01/09 오후 4:30:47",5,NA
"12","2016-01-04","2016-01-04",4108212335,"32",120,120,1,20,26,"ZZ",11001026142,"장미(스탠다드)","카버넷",1,1,12,101,110,13,500801,500801,"광주 북구",51,8890,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,51,453390,"2018/01/09 오후 4:30:47",5,NA
"13","2016-01-04","2016-01-04",4108212335,"32",130,130,1,20,26,"ZZ",11001026704,"장미(스탠다드)","듀캇트",1,1,12,101,110,12,500801,500801,"광주 북구",10,7720,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,77200,"2018/01/09 오후 4:30:47",5,NA
"14","2017-12-06","2017-12-06",4108212335,"3",10,10,1,20,26,"ZZ",11001026680,"장미(스탠다드)","핑크파티",1,1,12,101,110,12,506805,506805,"광주 광산구",25,8020,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,25,200500,"2018/01/09 오후 1:51:12",5,NA
"15","2017-12-06","2017-12-06",4108212335,"3",20,20,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,12,506805,506805,"광주 광산구",30,8550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,256500,"2018/01/09 오후 1:51:12",5,NA
"16","2017-12-06","2017-12-06",4108212335,"3",30,30,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,12,506805,506805,"광주 광산구",30,8500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,30,255000,"2018/01/09 오후 1:51:12",5,NA
"17","2017-12-06","2017-12-06",4108212335,"3",40,40,1,20,26,"ZZ",11001026739,"장미(스탠다드)","샤만트",1,1,12,101,110,12,506805,506805,"광주 광산구",15,7800,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,117000,"2018/01/09 오후 1:51:12",5,NA
"18","2017-12-06","2017-12-06",4108212335,"3",50,50,1,20,26,"ZZ",11001026739,"장미(스탠다드)","샤만트",1,1,12,101,110,12,506805,506805,"광주 광산구",15,7990,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,119850,"2018/01/09 오후 1:51:12",5,NA
"19","2017-12-06","2017-12-06",4108212335,"3",60,60,1,20,26,"ZZ",11001026671,"장미(스탠다드)","푀리오",1,1,12,101,110,12,506805,506805,"광주 광산구",15,6500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,97500,"2018/01/09 오후 1:51:12",5,NA
"20","2017-12-06","2017-12-06",4108212335,"3",70,70,1,20,26,"ZZ",11001026635,"장미(스탠다드)","실루엣",1,1,12,101,110,12,506805,506805,"광주 광산구",15,6120,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,91800,"2018/01/09 오후 1:51:12",5,NA
"21","2017-12-06","2017-12-06",4108212335,"3",80,80,1,20,26,"ZZ",11001026635,"장미(스탠다드)","실루엣",1,1,12,101,110,12,506805,506805,"광주 광산구",15,6120,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,91800,"2018/01/09 오후 1:51:12",5,NA
"22","2017-12-06","2017-12-06",4108212335,"3",90,90,1,20,26,"ZZ",11001026635,"장미(스탠다드)","실루엣",1,1,12,101,110,12,506805,506805,"광주 광산구",15,6220,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,93300,"2018/01/09 오후 1:51:12",5,NA
"23","2017-12-06","2017-12-06",4108212335,"4",10,10,1,20,26,"ZZ",11001026657,"장미(스탠다드)","돌세토",1,1,12,101,110,12,500801,500801,"광주 북구",8,6750,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,8,54000,"2018/01/09 오후 1:51:12",5,NA
"24","2017-12-06","2017-12-06",4108212335,"4",20,20,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",11,6550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,11,72050,"2018/01/09 오후 1:51:12",5,NA
"25","2017-12-06","2017-12-06",4108212335,"4",30,30,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",14,6520,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,91280,"2018/01/09 오후 1:51:12",5,NA
"26","2017-12-06","2017-12-06",4108212335,"4",40,40,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,11,500801,500801,"광주 북구",10,8810,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,88100,"2018/01/09 오후 1:51:12",5,NA
"27","2017-12-06","2017-12-06",4108212335,"4",50,50,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",11,5050,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,11,55550,"2018/01/09 오후 1:51:12",5,NA
"28","2017-12-06","2017-12-06",4108212335,"4",60,60,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",5,6000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,5,30000,"2018/01/09 오후 1:51:12",5,NA
"29","2017-12-06","2017-12-06",4108212335,"4",70,70,1,20,26,"ZZ",11001026746,"장미(스탠다드)","아트데코",1,1,12,101,110,12,500801,500801,"광주 북구",6,4500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,6,27000,"2018/01/09 오후 1:51:12",5,NA
"30","2017-12-06","2017-12-06",4108212335,"4",80,80,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",19,5690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,19,108110,"2018/01/09 오후 1:51:12",5,NA
"31","2017-12-06","2017-12-06",4108212335,"4",90,90,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",2,2500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,2,5000,"2018/01/09 오후 1:51:12",5,NA
"32","2017-12-06","2017-12-06",4108212335,"4",100,100,1,20,26,"ZZ",11001026732,"장미(스탠다드)","카다루다",1,1,12,101,110,12,500801,500801,"광주 북구",5,10110,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,5,50550,"2018/01/09 오후 1:51:12",5,NA
"33","2017-12-06","2017-12-06",4108212335,"4",110,110,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",7,6000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,7,42000,"2018/01/09 오후 1:51:12",5,NA
"34","2017-12-06","2017-12-06",4108212335,"4",120,120,5,20,26,"ZZ",11001026829,"장미(스탠다드)","5번가",1,1,12,101,110,11,500801,500801,"광주 북구",10,7710,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,77100,"2018/01/09 오후 1:51:12",5,NA
"35","2017-12-06","2017-12-06",4108212335,"4",130,130,5,20,26,"ZZ",11001026829,"장미(스탠다드)","5번가",1,1,12,101,110,12,500801,500801,"광주 북구",23,5580,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,23,128340,"2018/01/09 오후 1:51:12",5,NA
"36","2017-12-06","2017-12-06",4108212335,"4",140,140,1,20,26,"ZZ",11001026671,"장미(스탠다드)","푀리오",1,1,12,101,110,12,500801,500801,"광주 북구",5,5600,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,5,28000,"2018/01/09 오후 1:51:12",5,NA
"37","2017-12-06","2017-12-06",4108212335,"4",150,150,1,20,26,"ZZ",11001026380,"장미(스탠다드)","카타리나",1,1,12,101,110,12,500801,500801,"광주 북구",21,5690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,21,119490,"2018/01/09 오후 1:51:12",5,NA
"38","2017-12-06","2017-12-06",4108212335,"4",160,160,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,12,500801,500801,"광주 북구",24,5160,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,24,123840,"2018/01/09 오후 1:51:12",5,NA
"39","2017-12-06","2017-12-06",4108212335,"4",170,170,1,20,26,"ZZ",11001026737,"장미(스탠다드)","그레이스호프",1,1,12,101,110,12,500801,500801,"광주 북구",16,10200,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,16,163200,"2018/01/09 오후 1:51:12",5,NA
"40","2017-12-06","2017-12-06",4108212335,"4",180,180,1,20,26,"ZZ",11001026737,"장미(스탠다드)","그레이스호프",1,1,12,101,110,13,500801,500801,"광주 북구",8,7500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,8,60000,"2018/01/09 오후 1:51:12",5,NA
"41","2017-12-06","2017-12-06",4108212335,"4",190,190,1,20,26,"ZZ",11001026776,"장미(스탠다드)","올포러브",1,1,12,101,110,12,500801,500801,"광주 북구",25,4710,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,25,117750,"2018/01/09 오후 1:51:12",5,NA
"42","2017-12-06","2017-12-06",4108212335,"4",200,200,1,20,26,"ZZ",11001026380,"장미(스탠다드)","카타리나",1,1,12,101,110,12,500801,500801,"광주 북구",14,5330,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,74620,"2018/01/09 오후 1:51:12",5,NA
"43","2017-12-06","2017-12-06",4108212335,"4",210,210,1,20,26,"ZZ",11001026727,"장미(스탠다드)","러블리돌로미티",1,1,12,101,110,12,500801,500801,"광주 북구",18,5550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,18,99900,"2018/01/09 오후 1:51:13",5,NA
"44","2017-12-06","2017-12-06",4108212335,"5",10,10,5,20,27,"ZZ",11001027063,"장미(스프레이)","자나",1,1,12,101,110,12,500801,500801,"광주 북구",3,9870,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,3,29610,"2018/01/09 오후 1:51:13",5,NA
"45","2017-12-06","2017-12-06",4108212335,"5",20,20,1,20,27,"ZZ",11001027055,"장미(스프레이)","킹스톤",1,1,12,101,110,12,500801,500801,"광주 북구",1,8500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,8500,"2018/01/09 오후 1:51:13",5,NA
"46","2017-12-06","2017-12-06",4108212335,"5",30,30,1,20,27,"ZZ",11001027055,"장미(스프레이)","킹스톤",1,1,12,101,110,13,500801,500801,"광주 북구",1,6600,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,6600,"2018/01/09 오후 1:51:13",5,NA
"47","2017-12-06","2017-12-06",4108212335,"5",40,40,1,20,26,"ZZ",11001026776,"장미(스탠다드)","올포러브",1,1,12,101,110,12,500801,500801,"광주 북구",5,6650,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,5,33250,"2018/01/09 오후 1:51:13",5,NA
"48","2017-12-06","2017-12-06",4108212335,"5",50,50,1,20,26,"ZZ",11001026776,"장미(스탠다드)","올포러브",1,1,12,101,110,13,500801,500801,"광주 북구",4,3200,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,4,12800,"2018/01/09 오후 1:51:13",5,NA
"49","2017-12-06","2017-12-06",4108212335,"5",60,60,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",1,7510,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,7510,"2018/01/09 오후 1:51:13",5,NA
"50","2017-12-06","2017-12-06",4108212335,"5",70,70,1,20,26,"ZZ",11001027061,"장미(스프레이)","봄바스틱",1,1,12,101,110,12,500801,500801,"광주 북구",7,4000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,7,28000,"2018/01/09 오후 1:51:13",5,NA
"51","2017-12-06","2017-12-06",4108212335,"5",80,80,1,20,26,"ZZ",11001026724,"장미(스탠다드)","라펄",1,1,12,101,110,12,500801,500801,"광주 북구",10,7510,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,75100,"2018/01/09 오후 1:51:13",5,NA
"52","2017-12-06","2017-12-06",4108212335,"5",90,90,1,20,26,"ZZ",11001026724,"장미(스탠다드)","라펄",1,1,12,101,110,13,500801,500801,"광주 북구",1,3500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,3500,"2018/01/09 오후 1:51:13",5,NA
"53","2017-12-06","2017-12-06",4108212335,"5",100,100,1,20,26,"ZZ",11001026650,"장미(스탠다드)","퍼피움",1,1,12,101,110,12,500801,500801,"광주 북구",1,2000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,2000,"2018/01/09 오후 1:51:13",5,NA
"54","2017-12-06","2017-12-06",4108212335,"5",110,110,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,12,500801,500801,"광주 북구",15,6510,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,97650,"2018/01/09 오후 1:51:13",5,NA
"55","2017-12-06","2017-12-06",4108212335,"5",120,120,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,13,500801,500801,"광주 북구",19,4020,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,19,76380,"2018/01/09 오후 1:51:13",5,NA
"56","2017-12-06","2017-12-06",4108212335,"5",130,130,1,20,26,"ZZ",11001026680,"장미(스탠다드)","핑크파티",1,1,12,101,110,12,500801,500801,"광주 북구",4,5500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,4,22000,"2018/01/09 오후 1:51:13",5,NA
"57","2017-12-06","2017-12-06",4108212335,"5",140,140,1,20,26,"ZZ",11001026132,"장미(스탠다드)","시트란",1,1,12,101,110,13,500801,500801,"광주 북구",25,3850,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,25,96250,"2018/01/09 오후 1:51:13",5,NA
"58","2017-12-06","2017-12-06",4108212335,"5",150,150,1,20,26,"ZZ",11001026604,"장미(스텐다드)","부루트",1,1,12,101,110,13,500801,500801,"광주 북구",12,4400,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,12,52800,"2018/01/09 오후 1:51:13",5,NA
"59","2017-12-06","2017-12-06",4108212335,"5",160,160,1,20,26,"ZZ",11001026767,"장미(스탠다드)","마르틴",1,1,12,101,110,12,500801,500801,"광주 북구",5,6000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,5,30000,"2018/01/09 오후 1:51:13",5,NA
"60","2017-12-06","2017-12-06",4108212335,"5",170,170,1,20,26,"ZZ",11001026767,"장미(스탠다드)","마르틴",1,1,12,101,110,13,500801,500801,"광주 북구",4,3000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,4,12000,"2018/01/09 오후 1:51:13",5,NA
"61","2017-12-06","2017-12-06",4108212335,"6",10,10,1,20,26,"ZZ",11001026132,"장미(스탠다드)","시트란",1,1,12,101,110,12,500801,500801,"광주 북구",10,4610,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,46100,"2018/01/09 오후 1:51:13",5,NA
"62","2017-12-06","2017-12-06",4108212335,"6",20,20,1,20,26,"ZZ",11001026636,"장미(스탠다드)","푸에고",1,1,12,101,110,12,500801,500801,"광주 북구",35,3550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,35,124250,"2018/01/09 오후 1:51:13",5,NA
"63","2017-12-06","2017-12-06",4108212335,"6",30,30,1,20,26,"ZZ",11001026636,"장미(스탠다드)","푸에고",1,1,12,101,110,13,500801,500801,"광주 북구",10,2000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,20000,"2018/01/09 오후 1:51:13",5,NA
"64","2017-12-06","2017-12-06",4108212335,"7",10,10,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,500801,500801,"광주 북구",14,7390,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,103460,"2018/01/09 오후 1:51:13",5,NA
"65","2017-12-06","2017-12-06",4108212335,"7",20,20,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,13,500801,500801,"광주 북구",24,5680,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,24,136320,"2018/01/09 오후 1:51:13",5,NA
"66","2017-12-06","2017-12-06",4108212335,"7",30,30,1,20,26,"ZZ",11001026360,"장미(스탠다드)","이구아나",1,1,12,101,110,12,500801,500801,"광주 북구",13,7690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,13,99970,"2018/01/09 오후 1:51:13",5,NA
"67","2017-12-06","2017-12-06",4108212335,"7",40,40,1,20,26,"ZZ",11001026776,"장미(스탠다드)","올포러브",1,1,12,101,110,13,500801,500801,"광주 북구",16,5500,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,16,88000,"2018/01/09 오후 1:51:13",5,NA
"68","2017-12-06","2017-12-06",4108212335,"7",50,50,1,20,26,"ZZ",11001026724,"장미(스탠다드)","라펄",1,1,12,101,110,12,500801,500801,"광주 북구",18,6090,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,18,109620,"2018/01/09 오후 1:51:13",5,NA
"69","2017-12-06","2017-12-06",4108212335,"8",10,10,5,20,26,"ZZ",11001026804,"장미(스탠다드)","마타도어",1,1,12,101,110,12,527860,527860,"전남 강진군",8,13550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,8,108400,"2018/01/09 오후 1:51:13",5,NA
"70","2017-12-06","2017-12-06",4108212335,"8",20,20,5,20,26,"ZZ",11001026804,"장미(스탠다드)","마타도어",1,1,12,101,110,13,527860,527860,"전남 강진군",14,11100,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,155400,"2018/01/09 오후 1:51:13",5,NA
"71","2017-12-06","2017-12-06",4108212335,"8",30,30,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,12,527860,527860,"전남 강진군",29,9770,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,29,283330,"2018/01/09 오후 1:51:13",5,NA
"72","2017-12-06","2017-12-06",4108212335,"8",40,40,1,20,26,"ZZ",11001026652,"장미(스탠다드)","도미니카",1,1,12,101,110,13,527860,527860,"전남 강진군",19,8560,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,19,162640,"2018/01/09 오후 1:51:13",5,NA
"73","2017-12-06","2017-12-06",4108212335,"8",50,50,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,12,527860,527860,"전남 강진군",15,8690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,130350,"2018/01/09 오후 1:51:13",5,NA
"74","2017-12-06","2017-12-06",4108212335,"8",60,60,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,12,527860,527860,"전남 강진군",15,8690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,15,130350,"2018/01/09 오후 1:51:13",5,NA
"75","2017-12-06","2017-12-06",4108212335,"8",70,70,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,12,527860,527860,"전남 강진군",6,8690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,6,52140,"2018/01/09 오후 1:51:13",5,NA
"76","2017-12-06","2017-12-06",4108212335,"8",80,80,1,20,26,"ZZ",11001026735,"장미(스탠다드)","리바이벌",1,1,12,101,110,13,527860,527860,"전남 강진군",21,6820,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,21,143220,"2018/01/09 오후 1:51:13",5,NA
"77","2017-12-06","2017-12-06",4108212335,"8",90,90,1,20,26,"ZZ",11001026639,"장미(스탠다드)","헤라",1,1,12,101,110,12,527860,527860,"전남 강진군",17,8000,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,17,136000,"2018/01/09 오후 1:51:13",5,NA
"78","2017-12-06","2017-12-06",4108212335,"8",100,100,1,20,26,"ZZ",11001026639,"장미(스탠다드)","헤라",1,1,12,101,110,13,527860,527860,"전남 강진군",11,6690,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,11,73590,"2018/01/09 오후 1:51:13",5,NA
"79","2017-12-06","2017-12-06",4108212335,"8",110,110,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,12,527860,527860,"전남 강진군",20,7810,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,20,156200,"2018/01/09 오후 1:51:13",5,NA
"80","2017-12-06","2017-12-06",4108212335,"8",120,120,1,20,26,"ZZ",11001026367,"장미(스탠다드)","장미1",1,1,12,101,110,13,527860,527860,"전남 강진군",14,6300,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,88200,"2018/01/09 오후 1:51:13",5,NA
"81","2017-12-06","2017-12-06",4108212335,"8",130,130,1,20,27,"ZZ",11001027051,"장미(스프레이)","슈퍼센세이션",1,1,12,101,110,12,527860,527860,"전남 강진군",13,8710,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,13,113230,"2018/01/09 오후 1:51:14",5,NA
"82","2017-12-06","2017-12-06",4108212335,"8",140,140,1,20,27,"ZZ",11001027051,"장미(스프레이)","슈퍼센세이션",1,1,12,101,110,12,527860,527860,"전남 강진군",13,8710,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,13,113230,"2018/01/09 오후 1:51:14",5,NA
"83","2017-12-06","2017-12-06",4108212335,"8",150,150,1,20,27,"ZZ",11001027051,"장미(스프레이)","슈퍼센세이션",1,1,12,101,110,12,527860,527860,"전남 강진군",10,8810,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,88100,"2018/01/09 오후 1:51:14",5,NA
"84","2017-12-06","2017-12-06",4108212335,"8",160,160,1,20,27,"ZZ",11001027051,"장미(스프레이)","슈퍼센세이션",1,1,12,101,110,12,527860,527860,"전남 강진군",10,8810,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,10,88100,"2018/01/09 오후 1:51:14",5,NA
"85","2017-12-06","2017-12-06",4108212335,"9",100,100,5,20,26,"ZZ",11001026830,"장미(스탠다드)","안나카리나",1,1,12,101,110,12,500801,500801,"광주 북구",1,4810,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,1,4810,"2018/01/09 오후 1:51:14",5,NA
"86","2017-12-06","2017-12-06",4108212335,"9",110,110,1,20,26,"ZZ",11001026393,"장미(스탠다드)","키위",1,1,12,101,110,11,500801,500801,"광주 북구",14,6760,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,94640,"2018/01/09 오후 1:51:14",5,NA
"87","2017-12-06","2017-12-06",4108212335,"9",120,120,1,20,26,"ZZ",11001026393,"장미(스탠다드)","키위",1,1,12,101,110,12,500801,500801,"광주 북구",14,4550,"",3,NA,"","8808990081588","광주원예농협풍암지점(공판)",NA,NA,14,63700,"2018/01/09 오후 1:51:14",5,NA
